dataPlatform,schema,dataset,class,field,sqlDataType,sourceEntityType,sourceDataType,sourceNullable,columnSize,definedBy,ordinalPosition,pk,pii,classification,nullPercentage,V2
CRM_DB,public,devicestable2017,devicestable2017,vcard_download,2,Column,numeric,TRUE,0,REAL,76,,,,0.44,
CRM_DB,public,activity,activity,activity_date,93,Column,timestamp,TRUE,29,DATETIME,3,,,,,
CRM_DB,public,activity,activity,customer_id,-5,Column,int8,TRUE,19,INTEGER,1,,,,,
CRM_DB,public,address,address,address_id,-5,Column,int8,FALSE,19,INTEGER,2,true,true,ADDRESS,,
CRM_DB,public,address,address,customer_id,-5,Column,int8,TRUE,19,INTEGER,1,,,,,
CRM_DB,public,address,address,state,12,Column,varchar,TRUE,200,STRING,7,,true,STATE,,
CRM_DB,public,case_note,case_note,note_text,12,Column,varchar,TRUE,3000,STRING,4,,true,NOTES,,
CRM_DB,public,cases,cases,case_date,93,Column,timestamp,TRUE,29,DATETIME,3,,,,,
CRM_DB,public,cases,cases,case_id,-5,Column,int8,FALSE,19,INTEGER,2,true,,,,
CRM_DB,public,cases,cases,case_type,12,Column,varchar,TRUE,200,STRING,4,,,,,
CRM_DB,public,cases,cases,status,12,Column,varchar,TRUE,200,STRING,5,,,,,
CRM_DB,public,contract,contract,associated_line,12,Column,varchar,TRUE,200,STRING,4,,true,TELEPHONE_NUMBER,,
CRM_DB,public,contract,contract,associated_line_fmt,12,Column,varchar,TRUE,200,STRING,8,,true,TELEPHONE_NUMBER,,
CRM_DB,public,contract,contract,contract_description,12,Column,varchar,TRUE,200,STRING,5,,,,,
CRM_DB,public,contract,contract,contract_ref_id,-5,Column,int8,TRUE,19,INTEGER,3,,,,,
CRM_DB,public,contract,contract,customer_id,-5,Column,int8,TRUE,19,INTEGER,1,,,,,
CRM_DB,public,customer,customer,customer_id,-5,Column,int8,FALSE,19,INTEGER,1,true,,,,
CRM_DB,public,customer,customer,first_name,12,Column,varchar,TRUE,200,STRING,3,,true,FIRST_NAME,,
CRM_DB,public,customer,customer,last_name,12,Column,varchar,TRUE,200,STRING,4,,true,LAST_NAME,,
CRM_DB,public,devicestable2017,devicestable2017,amr,2,Column,numeric,TRUE,0,REAL,137,,,,0.64,
CRM_DB,public,devicestable2017,devicestable2017,brandmodel,12,Column,varchar,TRUE,300,STRING,2,,,,,
CRM_DB,public,devicestable2017,devicestable2017,brandname,12,Column,varchar,TRUE,200,STRING,6,,true,NAME,,
CRM_DB,public,devicestable2017,devicestable2017,browser_rendering_engine,12,Column,varchar,TRUE,200,STRING,70,,,,,
CRM_DB,public,devicestable2017,devicestable2017,browser_version,12,Column,varchar,TRUE,200,STRING,69,,,,0.98,
CRM_DB,public,devicestable2017,devicestable2017,camera,2,Column,numeric,TRUE,0,REAL,37,,,,,
CRM_DB,public,devicestable2017,devicestable2017,chipsetvendor,12,Column,varchar,TRUE,200,STRING,45,,,,,
CRM_DB,public,devicestable2017,devicestable2017,chipwlan,12,Column,varchar,TRUE,200,STRING,11,,,,,
CRM_DB,public,devicestable2017,devicestable2017,countrycode,2,Column,numeric,TRUE,0,REAL,23,,,,,
CRM_DB,public,devicestable2017,devicestable2017,cpu_cores,12,Column,varchar,TRUE,200,STRING,49,,,,,
CRM_DB,public,devicestable2017,devicestable2017,cpu_maximum_frequency,12,Column,varchar,TRUE,200,STRING,50,,,,,
CRM_DB,public,devicestable2017,devicestable2017,css_animations,2,Column,numeric,TRUE,0,REAL,117,,,,,
CRM_DB,public,devicestable2017,devicestable2017,css_columns,2,Column,numeric,TRUE,0,REAL,118,,,,,
CRM_DB,public,devicestable2017,devicestable2017,css_transitions,2,Column,numeric,TRUE,0,REAL,120,,,,,
CRM_DB,public,devicestable2017,devicestable2017,deviceatlasid,12,Column,varchar,TRUE,50,STRING,17,,,,,
CRM_DB,public,devicestable2017,devicestable2017,devicetype,12,Column,varchar,TRUE,300,STRING,12,,,,,
CRM_DB,public,devicestable2017,devicestable2017,diagolscreensize,2,Column,numeric,TRUE,0,REAL,32,,,,,
CRM_DB,public,devicestable2017,devicestable2017,displayppi,2,Column,numeric,TRUE,0,REAL,33,,,,,
CRM_DB,public,devicestable2017,devicestable2017,expandable_storage,2,Column,numeric,TRUE,0,REAL,55,,,,,
CRM_DB,public,devicestable2017,devicestable2017,fixedcode,12,Column,varchar,TRUE,200,STRING,24,,,,,
CRM_DB,public,devicestable2017,devicestable2017,flash_capable,2,Column,numeric,TRUE,0,REAL,89,,,,,
CRM_DB,public,devicestable2017,devicestable2017,frequencies_band,12,Column,varchar,TRUE,4000,STRING,4,,,,,
CRM_DB,public,devicestable2017,devicestable2017,hardwaretype,12,Column,varchar,TRUE,200,STRING,28,,,,,
CRM_DB,public,devicestable2017,devicestable2017,hscsd,2,Column,numeric,TRUE,0,REAL,100,,,,0.9,
CRM_DB,public,devicestable2017,devicestable2017,hspa,2,Column,numeric,TRUE,0,REAL,105,,,,,
CRM_DB,public,devicestable2017,devicestable2017,html_audio,2,Column,numeric,TRUE,0,REAL,112,,true,AUDIO,,
CRM_DB,public,devicestable2017,devicestable2017,html_canvas,2,Column,numeric,TRUE,0,REAL,113,,,,,
CRM_DB,public,devicestable2017,devicestable2017,html_inline_svg,2,Column,numeric,TRUE,0,REAL,114,,,,,
CRM_DB,public,devicestable2017,devicestable2017,html_video,2,Column,numeric,TRUE,0,REAL,116,,true,VIDEO,,
CRM_DB,public,devicestable2017,devicestable2017,https,2,Column,numeric,TRUE,0,REAL,85,,,,,
CRM_DB,public,devicestable2017,devicestable2017,image__gif89a,2,Column,numeric,TRUE,0,REAL,78,,,,0.3,
CRM_DB,public,devicestable2017,devicestable2017,image__png,2,Column,numeric,TRUE,0,REAL,80,,,,,
CRM_DB,public,devicestable2017,devicestable2017,isgamesconsole,2,Column,numeric,TRUE,0,REAL,41,,,,,
CRM_DB,public,devicestable2017,devicestable2017,ismediaplayer,2,Column,numeric,TRUE,0,REAL,44,,,,,
CRM_DB,public,devicestable2017,devicestable2017,istv,2,Column,numeric,TRUE,0,REAL,42,,,,,
CRM_DB,public,devicestable2017,devicestable2017,js_application_cache,2,Column,numeric,TRUE,0,REAL,121,,,,,
CRM_DB,public,devicestable2017,devicestable2017,js_local_storage,2,Column,numeric,TRUE,0,REAL,124,,,,,
CRM_DB,public,devicestable2017,devicestable2017,js_session_storage,2,Column,numeric,TRUE,0,REAL,125,,,,,
CRM_DB,public,devicestable2017,devicestable2017,js_support_events,2,Column,numeric,TRUE,0,REAL,93,,,,,
CRM_DB,public,devicestable2017,devicestable2017,js_touch_events,2,Column,numeric,TRUE,0,REAL,132,,,,,
CRM_DB,public,devicestable2017,devicestable2017,js_web_sockets,2,Column,numeric,TRUE,0,REAL,127,,,,,
CRM_DB,public,devicestable2017,devicestable2017,js_web_workers,2,Column,numeric,TRUE,0,REAL,129,,,,,
CRM_DB,public,devicestable2017,devicestable2017,lte,2,Column,numeric,TRUE,0,REAL,106,,,,,
CRM_DB,public,devicestable2017,devicestable2017,lte_advanced,2,Column,numeric,TRUE,0,REAL,108,,,,,
CRM_DB,public,devicestable2017,devicestable2017,lte_category,2,Column,numeric,TRUE,0,REAL,107,,,,0.26,
CRM_DB,public,devicestable2017,devicestable2017,manufacturer,12,Column,varchar,TRUE,300,STRING,3,,,,,
CRM_DB,public,devicestable2017,devicestable2017,manufacturercode,12,Column,varchar,TRUE,50,STRING,25,,,,,
CRM_DB,public,devicestable2017,devicestable2017,markup_wml1,2,Column,numeric,TRUE,0,REAL,75,,,,0.71,
CRM_DB,public,devicestable2017,devicestable2017,markup_xhtml_basic_1v0,2,Column,numeric,TRUE,0,REAL,71,,,,,
CRM_DB,public,devicestable2017,devicestable2017,memory_limit_download,2,Column,numeric,TRUE,0,REAL,88,,,,,
CRM_DB,public,devicestable2017,devicestable2017,memory_limit_embedded_media,2,Column,numeric,TRUE,0,REAL,87,,,,0.51,
CRM_DB,public,devicestable2017,devicestable2017,memory_limit_markup,2,Column,numeric,TRUE,0,REAL,86,,,,0.51,
CRM_DB,public,devicestable2017,devicestable2017,modelname,12,Column,varchar,TRUE,300,STRING,7,,true,MIDDLE_NAME,,
CRM_DB,public,devicestable2017,devicestable2017,os_android,2,Column,numeric,TRUE,0,REAL,59,,,,,
CRM_DB,public,devicestable2017,devicestable2017,os_bada,2,Column,numeric,TRUE,0,REAL,60,,,,,
CRM_DB,public,devicestable2017,devicestable2017,os_me,12,Column,varchar,TRUE,200,STRING,57,,,,,
CRM_DB,public,devicestable2017,devicestable2017,os_rim,2,Column,numeric,TRUE,0,REAL,62,,,,,
CRM_DB,public,devicestable2017,devicestable2017,os_symbian,2,Column,numeric,TRUE,0,REAL,63,,,,,
CRM_DB,public,devicestable2017,devicestable2017,os_version,12,Column,varchar,TRUE,200,STRING,58,,,,,
CRM_DB,public,devicestable2017,devicestable2017,os_web_os,2,Column,numeric,TRUE,0,REAL,67,,,,,
CRM_DB,public,devicestable2017,devicestable2017,os_windows_mobile,2,Column,numeric,TRUE,0,REAL,64,,true,TELEPHONE_NUMBER,,
CRM_DB,public,devicestable2017,devicestable2017,os_windows_phone,2,Column,numeric,TRUE,0,REAL,65,,true,TELEPHONE_NUMBER,,
CRM_DB,public,devicestable2017,devicestable2017,os_windows_rt,2,Column,numeric,TRUE,0,REAL,66,,,,,
CRM_DB,public,devicestable2017,devicestable2017,radiointerface,12,Column,varchar,TRUE,300,STRING,5,,,,,
CRM_DB,public,devicestable2017,devicestable2017,removableeuicc,12,Column,varchar,TRUE,200,STRING,14,,,,,
CRM_DB,public,devicestable2017,devicestable2017,screencolordepth,2,Column,numeric,TRUE,0,REAL,35,,,,,
CRM_DB,public,devicestable2017,devicestable2017,screenwidth,2,Column,numeric,TRUE,0,REAL,30,,,,,
CRM_DB,public,devicestable2017,devicestable2017,sim_slots,2,Column,numeric,TRUE,0,REAL,52,,,,,
CRM_DB,public,devicestable2017,devicestable2017,standardised_device_model,12,Column,varchar,TRUE,200,STRING,19,,,,,
CRM_DB,public,devicestable2017,devicestable2017,standardisedfull,12,Column,varchar,TRUE,300,STRING,18,,,,,
CRM_DB,public,devicestable2017,devicestable2017,standardisedmarketing,12,Column,varchar,TRUE,300,STRING,20,,,,,
CRM_DB,public,devicestable2017,devicestable2017,supports_client_side,2,Column,numeric,TRUE,0,REAL,98,,,,,
CRM_DB,public,devicestable2017,devicestable2017,tac,2,Column,numeric,TRUE,0,REAL,1,,,,,
CRM_DB,public,devicestable2017,devicestable2017,total_ram,12,Column,varchar,TRUE,200,STRING,56,,,,,
CRM_DB,public,devicestable2017,devicestable2017,touchscreen,2,Column,numeric,TRUE,0,REAL,29,,,,,
CRM_DB,public,devicestable2017,devicestable2017,umts,2,Column,numeric,TRUE,0,REAL,104,,,,,
CRM_DB,public,devicestable2017,devicestable2017,uri_scheme_sms,2,Column,numeric,TRUE,0,REAL,82,,,,0.74,
CRM_DB,public,devicestable2017,devicestable2017,uri_scheme_tel,2,Column,numeric,TRUE,0,REAL,81,,,,0.44,
CRM_DB,public,devicestable2017,devicestable2017,volte,2,Column,numeric,TRUE,0,REAL,109,,,,,
CRM_DB,public,devicestable2017,devicestable2017,wifi,2,Column,numeric,TRUE,0,REAL,110,,,,,
CRM_DB,public,devicestable2017,devicestable2017,wmv,2,Column,numeric,TRUE,0,REAL,134,,,,0.33,
CRM_DB,public,devicestable2017,devicestable2017,year_released,12,Column,varchar,TRUE,50,STRING,26,,,,,
CRM_DB,public,devicestable2017,devicestable2017,aac,2,Column,numeric,TRUE,0,REAL,139,,,,,
CRM_DB,public,devicestable2017,devicestable2017,allocationdate,93,Column,timestamp,TRUE,29,DATETIME,22,,,,,
CRM_DB,public,devicestable2017,devicestable2017,chipset,12,Column,varchar,TRUE,200,STRING,46,,,,,
CRM_DB,public,devicestable2017,devicestable2017,html_svg,2,Column,numeric,TRUE,0,REAL,115,,,,,
CRM_DB,public,devicestable2017,devicestable2017,js_web_sql_database,2,Column,numeric,TRUE,0,REAL,128,,,,0.21,
CRM_DB,public,devicestable2017,devicestable2017,midi_monophonic,2,Column,numeric,TRUE,0,REAL,135,,,,0.48,
CRM_DB,public,devicestable2017,devicestable2017,nonremovableeuicc,12,Column,varchar,TRUE,200,STRING,16,,,,,
CRM_DB,public,devicestable2017,devicestable2017,os,12,Column,varchar,TRUE,200,STRING,8,,,,,
CRM_DB,public,devicestable2017,devicestable2017,os_ios,2,Column,numeric,TRUE,0,REAL,61,,,,,
CRM_DB,public,devicestable2017,devicestable2017,vowifi,2,Column,numeric,TRUE,0,REAL,111,,,,,
